FamilyID,InstanceZ
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,2.0.2.0.2.0
12025,
12025,
12025,2.0.2.0.2.1
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,2.0.2.1.2.1
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,2.1.2.1.2.1
12025,2.1.1.1.2.1
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,2.2.2.1.2.1
12025,2.2.2.1.1.1
12025,
12025,
12025,
12025,
12025,
12025,2.2.1.1.2.1
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12025,
12026,0.0.0.0.0.0
12026,
12026,
12026,0.0.0.0.1.0
12026,
12026,
12026,0.0.0.0.1.1
12026,
12026,
12026,
12026,
12026,
12026,
12026,
12026,
12026,
12026,
12026,
12026,0.0.1.0.1.1
12026,
12026,
12026,0.1.1.0.1.1
12026,
12026,
12026,0.1.1.1.1.1
12026,
12026,
12026,
12026,1.1.1.1.1.1
12026,
12026,
12026,
12026,
12026,
12026,
12026,
12026,
12026,
12026,
12027,0.0.0.0.0.0
12027,
12027,
12027,
12027,
12027,
12027,1.0.0.0.0.0
12027,
12027,
12027,
12027,2.0.0.0.0.0
12027,
12027,
12027,
12027,
12027,
12027,2.0.0.0.1.0
12027,
12027,
12027,
12027,2.1.0.0.1.0
12027,
12027,
12027,
12027,
12027,
12027,1.1.0.0.1.0
12027,
12027,
12027,
12027,1.1.1.0.1.0
12027,
12027,
12027,
12027,1.1.1.0.1.1
12027,
12027,
12027,
12027,1.1.1.1.1.1
12027,
12027,
12027,1.1.2.1.1.1
12027,
12027,
12027,
12027,
12027,1.1.3.1.1.1
12027,
12027,
12027,
12027,
12027,
12027,
12027,1.1.3.2.1.1
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,1.2.3.2.1.1
12027,
12027,
12027,1.6.3.2.2.1
12027,1.6.1.2.2.1
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,1.1.3.2.2.1
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,1.1.3.2.1.2
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,1.1.1.2.1.2
12027,
12027,
12027,
12027,
12027,
12027,
12027,
12027,1.1.3.3.1.2
12027,
12027,1.1.1.3.1.2
12027,
12027,
12027,
12027,
12028,0.0.0.0.0.0
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,1.0.0.0.0.0
12028,
12028,
12028,
12028,
12028,1.1.0.0.0.0
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,1.1.2.0.0.0
12028,
12028,
12028,
12028,1.1.2.1.0.0
12028,
12028,
12028,
12028,
12028,1.1.2.1.0.1
12028,
12028,
12028,
12028,1.1.2.1.1.1
12028,
12028,
12028,
12028,
12028,
12028,2.1.2.1.1.1
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,2.1.2.1.2.1
12028,
12028,
12028,
12028,2.2.2.1.1.1
12028,
12028,
12028,2.2.2.1.6.1
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,2.2.2.1.6.2
12028,
12028,
12028,
12028,
12028,
12028,2.2.2.1.1.2
12028,
12028,
12028,2.6.2.1.2.2
12028,
12028,
12028,
12028,
12028,
12028,1.6.2.1.2.2
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,2.1.2.1.2.2
12028,
12028,
12028,
12028,2.2.2.1.2.2
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,1.2.2.1.2.2
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12028,
12029,0.0.0.0.0.0
12029,
12029,
12029,
12029,
12029,2.0.0.0.0.0
12029,
12029,
12029,
12029,2.0.0.1.0.0
12029,
12029,
12029,2.0.0.2.0.0
12029,
12029,
12029,
12029,2.0.0.2.1.0
12029,
12029,1.0.0.2.1.0
12029,
12029,
12029,
12029,
12029,
12029,
12029,
12029,
12029,
12029,
12029,
12029,
12029,
12029,2.0.0.2.1.2
12029,
12029,
12029,
12029,
12029,
12029,
12029,
12029,
12029,
12029,2.0.3.2.1.2
12029,
12029,
12029,
12029,2.1.3.2.1.2
12029,
12029,
12029,
12029,
12029,
12029,
12040,0.0.0.0.0.0
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,1.0.0.0.0.0
12040,
12040,
12040,
12040,
12040,1.0.0.0.0.1
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,2.0.0.0.0.1
12040,
12040,
12040,
12040,
12040,
12040,
12040,1.0.0.0.0.3
12040,
12040,
12040,
12040,
12040,1.0.0.0.0.2
12040,
12040,
12040,1.1.0.0.0.2
12040,
12040,
12040,
12040,
12040,
12040,
12040,1.1.0.0.0.1
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,1.1.1.0.0.2
12040,
12040,1.1.1.0.0.1
12040,
12040,1.1.3.0.0.1
12040,
12040,
12040,
12040,
12040,
12040,
12040,1.1.3.0.1.1
12040,
12040,
12040,1.1.2.0.1.6
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,1.1.2.1.1.6
12040,
12040,
12040,
12040,1.1.2.1.1.1
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12040,1.1.2.1.2.1
12040,
12040,1.1.2.1.2.6
12040,
12040,
12040,
12040,
12040,
12040,
12040,
12041,1.1.2.1.2.1
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,1.1.2.1.2.2
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,1.1.1.1.2.2
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,1.2.2.1.2.2
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,1.2.2.1.1.2
12041,1.2.1.1.1.2
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12041,
12042,1.2.2.1.1.2
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,1.2.2.1.1.1
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,1.2.1.1.1.1
12042,
12042,
12042,1.1.1.1.1.1
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12042,
12043,1.1.1.1.1.1
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,1.2.1.1.1.1
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12043,
12044,0.0.0.0.0.0
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12044,
12045,0.0.0.0.0.0
12045,
12045,
12045,
12045,0.0.0.0.0.1
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,0.0.1.0.0.1
12045,
12045,
12045,0.0.2.0.0.1
12045,0.0.6.0.0.2
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,0.0.6.0.0.1
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,0.1.6.0.0.1
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,1.1.6.0.0.1
12045,
12045,
12045,
12045,1.1.6.0.1.1
12045,
12045,
12045,
12045,
12045,
12045,
12045,1.1.6.1.1.1
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,1.1.6.1.1.2
12045,
12045,
12045,1.1.6.1.1.4
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,
12045,2.1.6.1.1.4
12045,
12045,6.1.6.2.1.4
12045,
12045,6.1.6.2.2.4
12045,
12045,
12045,
12045,6.2.6.2.2.4
12045,
12045,
12045,
12045,
12045,
12047,0.0.0.0.0.0
12047,
12047,
12047,
12047,
12047,0.0.0.1.0.0
12047,
12047,
12047,
12047,0.0.0.1.1.0
12047,
12047,
12047,
12047,0.0.0.1.1.1
12047,
12047,
12047,
12047,0.0.1.1.1.1
12047,
12047,
12047,
12047,0.1.1.1.1.1
12047,
12047,
12047,
12047,1.1.1.1.1.1
12047,
12047,
12047,
12047,
12047,
12047,
12047,
12047,1.1.2.1.1.1
12047,
12047,
12047,
12047,
12047,
12047,
12047,
12047,
12047,
12047,
12047,
12047,1.1.2.2.1.1
12047,
12047,
12047,
12047,1.1.2.2.2.1
12047,1.1.2.2.6.1
12047,
12047,
12047,
12047,
12047,
12047,
